customer_id,churn,tenure,monthly_charges,total_charges,contract,payment_method,feedback,topic
CUST753,FALSE,18,28,504,two year,mailed check,Subscription is a great value,price appreciation
CUST754,TRUE,3,30.5,91.5,month-to-month,credit card,Not impressed with the flower variety,bouquet preferences
CUST755,FALSE,16,27.5,440,one year,electronic check,Always pleased with the service,general feedback
CUST756,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST757,FALSE,12,29,348,two year,credit card,Flowers are always a pleasant surprise,general feedback
CUST758,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST759,FALSE,20,27.5,550,one year,mailed check,Highly recommend for flower lovers,general feedback
CUST760,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST761,FALSE,22,26.5,583,two year,bank transfer,Love the monthly flower surprise,general feedback
CUST762,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST763,FALSE,11,28.5,313.5,one year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST764,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the delivery service,delivery issues
CUST765,FALSE,10,30,300,one year,mailed check,Subscription is a great treat,general feedback
CUST766,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST767,FALSE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST768,TRUE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST769,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST770,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST771,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST772,TRUE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST773,FALSE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST774,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST775,FALSE,13,29,377,two year,mailed check,Great customer service,customer service
CUST776,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST777,FALSE,18,28,504,one year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST778,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST779,FALSE,16,27.99,447.84,two year,electronic check,Subscription is a great value,price appreciation
CUST780,TRUE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST781,FALSE,12,29,348,one year,electronic check,Very happy with the service,general feedback
CUST782,TRUE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,bouquet preferences
CUST783,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST784,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST785,FALSE,22,26.5,583,one year,mailed check,Consistently high-quality flowers,product quality
CUST786,TRUE,7,31,217,month-to-month,credit card,Expected better quality bouquets,product quality
CUST787,FALSE,15,27.99,419.85,two year,electronic check,Highly recommend this service,general feedback
CUST788,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST789,FALSE,11,28.5,313.5,one year,credit card,Always satisfied with the bouquets,bouquet preferences
CUST790,TRUE,1,35,35,month-to-month,mailed check,Disappointed with the flower quality,product quality
CUST791,FALSE,17,28,476,two year,electronic check,Subscription brings joy every month,general feedback
CUST792,TRUE,2,29.5,59,month-to-month,credit card,Too costly for the bouquet size,price complaints
CUST793,FALSE,19,27.5,522.5,one year,mailed check,Consistently great flower quality,product quality
CUST794,TRUE,3,30,90,month-to-month,electronic check,Not satisfied with the delivery,delivery issues
CUST795,FALSE,14,29.5,413,two year,credit card,Great customer service and flowers,customer service
CUST796,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST797,FALSE,20,27.5,550,one year,credit card,Always impressed with the bouquets,bouquet preferences
CUST798,TRUE,5,33.5,167.5,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST799,FALSE,11,28.5,313.5,two year,mailed check,Always a joy to receive,general feedback
CUST800,TRUE,6,30,180,month-to-month,credit card,Too expensive for the quality,price complaints
CUST801,FALSE,13,29,377,one year,electronic check,Very satisfied with the service,general feedback
CUST802,TRUE,7,31,217,month-to-month,mailed check,Disappointed with the flower freshness,product quality
CUST803,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh,product quality
CUST804,TRUE,1,35.5,35.5,month-to-month,mailed check,Not satisfied with the service,customer service
CUST805,FALSE,15,27.99,419.85,one year,credit card,High-quality flowers every time,product quality
CUST806,TRUE,2,29,58,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST807,FALSE,18,28,504,two year,mailed check,Subscription is a great value,price appreciation
CUST808,TRUE,3,30.5,91.5,month-to-month,credit card,Not impressed with the flower variety,bouquet preferences
CUST809,FALSE,16,27.5,440,one year,electronic check,Always pleased with the service,general feedback
CUST810,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST811,FALSE,12,29,348,two year,credit card,Flowers are always a pleasant surprise,general feedback
CUST812,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST813,TRUE,20,27.5,550,one year,mailed check,Highly recommend for flower lovers,general feedback
CUST814,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST815,TRUE,22,26.5,583,two year,bank transfer,Love the monthly flower surprise,general feedback
CUST816,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST817,TRUE,11,28.5,313.5,one year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST818,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the delivery service,delivery issues
CUST819,TRUE,10,30,300,one year,mailed check,Subscription is a great treat,general feedback
CUST820,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST821,TRUE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST822,TRUE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST823,TRUE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST824,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST825,TRUE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST826,TRUE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST827,TRUE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST828,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST829,TRUE,13,29,377,two year,mailed check,Great customer service,customer service
CUST830,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST831,TRUE,18,28,504,one year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST832,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST833,TRUE,16,27.99,447.84,two year,electronic check,Subscription is a great value,price appreciation
CUST834,TRUE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST835,TRUE,12,29,348,one year,electronic check,Very happy with the service,general feedback
CUST836,TRUE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,bouquet preferences
CUST837,TRUE,10,30.5,305,two year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST838,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST839,TRUE,22,26.5,583,one year,mailed check,Consistently high-quality flowers,product quality
CUST840,TRUE,7,31,217,month-to-month,credit card,Expected better quality bouquets,product quality
CUST841,TRUE,15,27.99,419.85,two year,electronic check,Highly recommend this service,general feedback
CUST842,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST843,TRUE,11,28.5,313.5,one year,credit card,Always satisfied with the bouquets,bouquet preferences
CUST844,TRUE,1,35,35,month-to-month,mailed check,Disappointed with the flower quality,product quality
CUST845,TRUE,17,28,476,two year,electronic check,Subscription brings joy every month,general feedback
CUST846,TRUE,2,29.5,59,month-to-month,credit card,Too costly for the bouquet size,price complaints
CUST847,TRUE,19,27.5,522.5,one year,mailed check,Consistently great flower quality,product quality
CUST848,TRUE,3,30,90,month-to-month,electronic check,Not satisfied with the delivery,delivery issues
CUST849,FALSE,14,29.5,413,two year,credit card,Great customer service and flowers,customer service
CUST850,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST851,FALSE,20,27.5,550,one year,mailed check,Always impressed with the bouquets,bouquet preferences
CUST852,TRUE,5,33.5,167.5,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST853,FALSE,11,28.5,313.5,two year,mailed check,Always a joy to receive,general feedback
CUST854,TRUE,6,30,180,month-to-month,credit card,Too expensive for the quality,price complaints
CUST855,FALSE,13,29,377,one year,electronic check,Very satisfied with the service,general feedback
CUST856,TRUE,7,31,217,month-to-month,mailed check,Disappointed with the flower freshness,product quality
CUST857,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh,product quality
CUST858,TRUE,1,35.5,35.5,month-to-month,mailed check,Not satisfied with the service,customer service
CUST859,FALSE,15,27.99,419.85,one year,credit card,High-quality flowers every time,product quality
CUST860,TRUE,2,29,58,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST861,TRUE,18,28,504,two year,mailed check,Subscription is a great value,price appreciation
CUST862,TRUE,3,30.5,91.5,month-to-month,credit card,Not impressed with the flower variety,bouquet preferences
CUST863,TRUE,16,27.5,440,one year,electronic check,Always pleased with the service,general feedback
CUST864,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST865,TRUE,12,29,348,two year,credit card,Flowers are always a pleasant surprise,general feedback
CUST866,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST867,TRUE,20,27.5,550,one year,mailed check,Highly recommend for flower lovers,general feedback
CUST868,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST869,FALSE,22,26.5,583,two year,bank transfer,Love the monthly flower surprise,general feedback
CUST870,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST871,FALSE,11,28.5,313.5,one year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST872,FALSE,8,34.5,276,month-to-month,electronic check,Not happy with the delivery service,delivery issues
CUST873,FALSE,10,30,300,one year,mailed check,Subscription is a great treat,general feedback
CUST874,FALSE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST875,FALSE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST876,FALSE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST877,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST878,FALSE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST879,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST880,FALSE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST881,FALSE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST882,FALSE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST883,FALSE,13,29,377,two year,mailed check,Great customer service,customer service
CUST884,FALSE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST885,FALSE,18,28,504,one year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST886,FALSE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST887,FALSE,16,27.99,447.84,two year,electronic check,Subscription is a great value,price appreciation
CUST888,FALSE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST889,FALSE,12,29,348,one year,electronic check,Very happy with the service,general feedback
CUST890,FALSE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,bouquet preferences
CUST891,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST892,FALSE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST893,FALSE,22,26.5,583,one year,mailed check,Consistently high-quality flowers,product quality
CUST894,FALSE,7,31,217,month-to-month,credit card,Expected better quality bouquets,product quality
CUST895,FALSE,15,27.99,419.85,two year,electronic check,Highly recommend this service,general feedback
CUST896,FALSE,8,34.5,276,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST897,FALSE,11,28.5,313.5,one year,credit card,Always satisfied with the bouquets,bouquet preferences
CUST898,FALSE,1,35,35,month-to-month,mailed check,Disappointed with the flower quality,product quality
CUST899,FALSE,17,28,476,two year,electronic check,Subscription brings joy every month,general feedback
CUST900,FALSE,2,29.5,59,month-to-month,credit card,Too costly for the bouquet size,price complaints
CUST901,FALSE,19,27.5,522.5,two year,mailed check,Consistently great flower quality,product quality
CUST902,FALSE,3,30,90,month-to-month,electronic check,Not satisfied with the delivery,delivery issues
CUST903,FALSE,14,29.5,413,two year,credit card,Great customer service and flowers,customer service
CUST904,FALSE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST905,FALSE,20,27.5,550,one year,credit card,Always impressed with the bouquets,bouquet preferences
CUST906,FALSE,5,33.5,167.5,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST907,FALSE,11,28.5,313.5,two year,mailed check,Always a joy to receive,general feedback
CUST908,FALSE,6,30,180,month-to-month,credit card,Too expensive for the quality,price complaints
CUST909,FALSE,13,29,377,one year,electronic check,Very satisfied with the service,general feedback
CUST910,FALSE,7,31,217,month-to-month,mailed check,Disappointed with the flower freshness,product quality
CUST911,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh,product quality
CUST912,TRUE,1,35.5,35.5,month-to-month,mailed check,Not satisfied with the service,customer service
CUST913,FALSE,15,27.99,419.85,one year,credit card,High-quality flowers every time,product quality
CUST914,TRUE,2,29,58,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST915,FALSE,18,28,504,two year,mailed check,Subscription is a great value,price appreciation
CUST916,TRUE,3,30.5,91.5,month-to-month,credit card,Not impressed with the flower variety,bouquet preferences
CUST917,FALSE,16,27.5,440,one year,electronic check,Always pleased with the service,general feedback
CUST918,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST919,FALSE,12,29,348,two year,credit card,Flowers are always a pleasant surprise,general feedback
CUST920,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST921,FALSE,20,27.5,550,one year,mailed check,Highly recommend for flower lovers,general feedback
CUST922,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST923,FALSE,22,26.5,583,two year,bank transfer,Love the monthly flower surprise,general feedback
CUST924,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST925,FALSE,11,28.5,313.5,one year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST926,TRUE,8,34.5,276,month-to-month,electronic check,Not happy with the delivery service,delivery issues
CUST927,FALSE,10,30,300,one year,mailed check,Subscription is a great treat,general feedback
CUST928,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST929,FALSE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST930,TRUE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST931,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST932,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST933,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST934,TRUE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST935,FALSE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST936,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST937,FALSE,13,29,377,two year,mailed check,Great customer service,customer service
CUST938,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST939,FALSE,18,28,504,one year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST940,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST941,FALSE,16,27.99,447.84,two year,electronic check,Subscription is a great value,price appreciation
CUST942,TRUE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST943,FALSE,12,29,348,one year,electronic check,Very happy with the service,general feedback
CUST944,TRUE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,bouquet preferences
CUST945,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST946,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
CUST947,FALSE,22,26.5,583,one year,mailed check,Consistently high-quality flowers,product quality
CUST948,TRUE,7,31,217,month-to-month,credit card,Expected better quality bouquets,product quality
CUST949,FALSE,15,27.99,419.85,two year,electronic check,Highly recommend this service,general feedback
CUST950,TRUE,8,34.5,276,month-to-month,electronic check,null,bouquet preferences
CUST951,FALSE,11,28.5,313.5,one year,credit card,null,bouquet preferences
CUST952,TRUE,1,35,35,month-to-month,mailed check,null,product quality
CUST953,FALSE,17,28,476,two year,electronic check,Subscription brings joy every month,general feedback
CUST954,TRUE,2,29.5,59,month-to-month,credit card,Too costly for the bouquet size,price complaints
CUST955,FALSE,19,27.5,522.5,one year,mailed check,Consistently great flower quality,product quality
CUST956,TRUE,3,30,90,month-to-month,electronic check,Not satisfied with the delivery,delivery issues
CUST957,FALSE,14,29.5,413,two year,credit card,Great customer service and flowers,customer service
CUST958,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST959,FALSE,20,27.5,550,one year,credit card,Always impressed with the bouquets,bouquet preferences
CUST960,TRUE,5,33.5,167.5,month-to-month,electronic check,Not happy with the flower variety,bouquet preferences
CUST961,FALSE,11,28.5,313.5,two year,mailed check,Always a joy to receive,general feedback
CUST962,TRUE,6,30,180,month-to-month,credit card,Too expensive for the quality,price complaints
CUST963,FALSE,13,29,377,one year,electronic check,Very satisfied with the service,general feedback
CUST964,TRUE,7,31,217,month-to-month,mailed check,Disappointed with the flower freshness,product quality
CUST965,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh,product quality
CUST966,TRUE,1,35.5,35.5,month-to-month,mailed check,Not satisfied with the service,customer service
CUST967,FALSE,15,27.99,419.85,one year,credit card,High-quality flowers every time,product quality
CUST968,TRUE,2,29,58,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST969,FALSE,18,28,504,two year,mailed check,Subscription is a great value,price appreciation
CUST970,TRUE,3,30.5,91.5,month-to-month,credit card,Not impressed with the flower variety,bouquet preferences
CUST971,FALSE,16,27.5,440,one year,electronic check,Always pleased with the service,general feedback
CUST972,TRUE,4,32,128,month-to-month,mailed check,Expected better quality,product quality
CUST973,FALSE,12,29,348,two year,credit card,Flowers are always a pleasant surprise,general feedback
CUST974,TRUE,5,33.5,167.5,month-to-month,electronic check,Not worth the monthly fee,price complaints
CUST975,FALSE,20,27.5,550,one year,mailed check,Highly recommend for flower lovers,general feedback
CUST976,TRUE,6,30,180,month-to-month,credit card,Quality not as expected,product quality
CUST977,FALSE,22,26.5,583,two year,bank transfer,Love the monthly flower surprise,general feedback
CUST978,TRUE,7,31,217,month-to-month,mailed check,Too expensive for the offering,price complaints
CUST979,FALSE,11,28.5,313.5,one year,credit card,Very satisfied with the bouquets,bouquet preferences
CUST980,TRUE,8,34.5,276,month-to-month,electronic check,null,delivery issues
CUST981,FALSE,10,30,300,one year,mailed check,null,general feedback
CUST982,TRUE,1,35,35,month-to-month,bank transfer,null,product quality
CUST983,FALSE,14,29.5,413,two year,credit card,Flowers always arrive in perfect condition,product quality
CUST984,TRUE,2,29,58,month-to-month,mailed check,Too pricey for what's offered,price complaints
CUST985,FALSE,17,28,476,one year,electronic check,Always a wonderful experience,general feedback
CUST986,TRUE,3,30.5,91.5,month-to-month,credit card,Expected more variety,bouquet preferences
CUST987,FALSE,19,27.5,522.5,two year,mailed check,Subscription brings joy every month,general feedback
CUST988,TRUE,4,32,128,month-to-month,electronic check,Not satisfied with the bouquet size,price complaints
CUST989,FALSE,21,26.5,556.5,one year,credit card,Always happy with the flower quality,product quality
CUST990,TRUE,1,35,35,month-to-month,bank transfer,Disappointed with the flower freshness,product quality
CUST991,FALSE,13,29,377,two year,mailed check,Great customer service,customer service
CUST992,TRUE,2,29.5,59,month-to-month,electronic check,Too costly for the bouquet size,price complaints
CUST993,FALSE,18,28,504,one year,credit card,Consistently impressed with the bouquets,bouquet preferences
CUST994,TRUE,3,30.5,91.5,month-to-month,mailed check,Not satisfied with the delivery,delivery issues
CUST995,FALSE,16,27.99,447.84,two year,electronic check,Subscription is a great value,price appreciation
CUST996,TRUE,4,32,128,month-to-month,credit card,Quality has declined,product quality
CUST997,FALSE,12,29,348,one year,electronic check,Very happy with the service,general feedback
CUST998,TRUE,5,33.5,167.5,month-to-month,mailed check,Not enough variety in bouquets,bouquet preferences
CUST999,FALSE,10,30.5,305,two year,credit card,Flowers always arrive fresh and beautiful,product quality
CUST1000,TRUE,6,30,180,month-to-month,electronic check,Too expensive for the quality,price complaints
